slno,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8,Time
0,-5,-4,-5,-8,-7,-7,-7,-6,0
1,3,1,4,5,4,3,3,4,0.005
2,5,5,6,0,8,7,7,7,0.01
3,-5,-4,-3,1,-12,-7,-6,-5,0.015
4,-4,-4,-6,1,1,-4,-6,-5,0.02
5,-1,0,-3,-14,2,1,1,0,0.025
6,3,5,8,25,7,5,6,5,0.03
7,-4,-4,1,2,-2,-6,-5,-5,0.035
8,-4,-3,-9,-14,-11,-7,-6,-5,0.04
9,1,1,0,1,-2,0,-1,-1,0.045
10,5,4,-2,-21,4,7,7,4,0.05
11,-4,-6,-3,0,-5,-6,-4,-3,0.055
12,-3,-4,2,12,-5,-6,-4,-4,0.06
13,1,1,-1,-3,2,1,2,1,0.065
14,3,2,7,8,5,4,4,3,0.07
15,-2,-3,-7,-11,-6,-4,-4,-4,0.075
16,-2,-3,-6,-13,-5,-2,-2,-2,0.08
17,1,1,0,-9,2,2,1,0,0.085
18,2,1,10,37,6,5,3,3,0.09
19,-3,-3,-7,-12,-6,-4,-5,-5,0.095
20,-1,-3,0,8,-2,-2,-4,0,0.1
21,1,-1,-1,-3,-1,0,0,-1,0.105
22,0,1,-2,-6,1,1,1,1,0.11
23,-1,0,-5,-4,-2,-1,-3,-1,0.115
24,7,6,7,5,10,9,9,6,0.12
25,-5,-4,-4,0,-5,-6,-5,-4,0.125
26,-5,-4,-3,-1,-4,-4,-5,-5,0.13
27,1,0,0,-1,1,2,1,2,0.135
28,4,3,5,8,6,5,4,3,0.14
29,-2,-2,-3,-10,-4,-4,-1,-2,0.145
30,-3,-3,-4,1,-6,-8,-5,-5,0.15
31,0,-1,-1,1,0,0,0,0,0.155
32,4,5,4,3,5,5,4,5,0.16
33,-3,-2,-1,-1,-2,-2,-2,1,0.165
34,-4,-6,-6,-8,-8,-6,-7,-5,0.17
35,-2,-1,0,-2,-3,-1,1,-2,0.175
36,3,3,4,-5,8,4,6,3,0.18
37,-3,-1,2,17,1,-3,-5,-3,0.185
38,-3,-4,-7,-6,-7,-5,-6,-3,0.19
39,1,0,0,-7,0,1,1,0,0.195
40,1,0,-1,-12,-5,2,3,2,0.2
41,-1,-4,1,15,-1,-3,-3,-4,0.205
42,-3,-3,-2,-7,2,-1,-1,0,0.21
43,1,0,1,3,1,2,-1,1,0.215
44,1,2,3,1,0,1,1,-1,0.22
45,-1,-2,-5,-11,-5,-1,-2,-2,0.225
46,-2,-1,-3,-2,-2,-3,-2,-3,0.23
47,-1,0,0,-1,2,0,-1,1,0.235
48,1,0,3,14,3,0,1,0,0.24
49,-2,-2,-3,-8,-2,-1,1,-1,0.245
50,-2,-3,-2,-4,-4,-1,-2,-3,0.25
51,0,1,1,1,2,1,0,-1,0.255
52,0,0,-1,-13,-1,2,-1,1,0.26
53,-1,0,0,17,1,-3,-1,-1,0.265
54,-1,-2,0,-4,-3,-2,-2,-1,0.27
55,1,0,-1,-11,-1,1,1,0,0.275
56,0,1,2,11,2,3,0,1,0.28
57,-3,-2,0,1,-3,-2,-3,-1,0.285
58,-2,1,-1,-2,-4,-2,-1,-3,0.29
59,1,1,0,2,2,-1,-1,0,0.295
60,-1,-1,0,0,2,1,0,0,0.3
61,0,-1,-3,-11,-4,-2,-1,-3,0.305
62,1,0,-3,1,-1,-1,-1,0,0.31
63,0,-1,-2,-2,-1,0,0,2,0.315
64,-1,-1,4,6,-4,-1,1,-1,0.32
65,-2,-2,-3,-4,4,0,-1,-2,0.325
66,-2,-1,-3,-2,-1,-1,1,-1,0.33
67,-1,1,1,0,1,1,1,-1,0.335
68,1,-1,-1,5,2,2,-1,1,0.34
69,0,-1,-4,-13,-5,-3,-1,-2,0.345
70,-1,-1,-5,-13,-3,-2,-1,0,0.35
71,-1,-1,13,32,5,1,-2,-2,0.355
72,0,0,-3,-1,-2,-1,2,0,0.36
73,-2,-1,-3,-5,-2,-1,-3,-2,0.365
74,0,-1,-6,-17,-2,1,-1,-2,0.37
75,0,-1,-5,-18,-7,-1,0,-1,0.375
76,0,0,10,35,6,1,0,0,0.38
77,-1,-2,-5,-14,-3,-1,-2,-2,0.385
78,-1,-1,2,9,0,-1,-2,-2,0.39
79,0,0,-1,-3,-2,2,-1,0,0.395
80,0,-1,-2,-9,-1,0,-1,-1,0.4
81,-1,-3,-3,-5,-3,-2,-1,1,0.405
82,-1,-3,1,7,0,-3,-4,-2,0.41
83,-2,-1,0,4,0,-1,0,-2,0.415
84,0,0,-6,-15,-1,0,0,1,0.42
85,0,0,5,9,-3,-2,-2,-1,0.425
86,0,0,4,20,3,1,-2,-1,0.43
87,1,-1,-6,-20,-1,0,0,-1,0.435
88,0,0,2,20,2,-1,0,-1,0.44
89,-2,-2,-6,-14,-2,0,0,-3,0.445
90,-1,-1,5,7,-1,-1,0,-1,0.45
91,-1,0,-5,1,0,-2,0,-1,0.455
92,-1,-1,-4,-13,2,2,0,0,0.46
93,-2,-1,2,3,-2,-2,-2,-1,0.465
94,-1,0,-3,-7,0,-1,1,-1,0.47
95,-1,-1,0,4,-3,1,1,-1,0.475
96,1,0,-3,-9,-2,-2,0,0,0.48
97,-2,-1,-2,-4,0,-2,-2,-2,0.485
98,-1,-1,-3,-19,-2,-1,0,-1,0.49
99,-1,-1,10,35,4,1,0,-1,0.495
100,-2,-1,-3,-2,-1,0,-2,-1,0.5
101,-3,-1,-4,-3,-2,1,0,1,0.505
102,-1,-2,-5,-8,-4,-1,0,-1,0.51
103,0,-2,-3,-13,-2,-1,-1,1,0.515
104,-1,-2,1,2,-1,0,-3,-2,0.52
105,0,-1,-3,-3,-1,-2,-1,-3,0.525
106,-2,-1,1,4,-2,-2,-1,-1,0.53
107,0,1,-2,0,-1,1,0,-1,0.535
108,-2,-3,0,2,-1,-1,-1,0,0.54
109,-1,-2,0,-7,-3,-1,0,-2,0.545
110,0,-1,-1,4,0,1,-1,0,0.55
111,-1,-1,-5,-21,-4,-1,-1,0,0.555
112,-1,0,6,29,2,-1,0,-2,0.56
113,1,0,-3,-9,-2,-1,0,0,0.565
114,0,-1,0,5,-1,-1,0,1,0.57
115,-1,0,2,11,1,-1,0,-1,0.575
116,-2,-2,-3,-15,-4,-2,0,-2,0.58
117,-1,-1,-1,1,0,-2,-2,-2,0.585
118,-2,-1,1,11,0,-1,-2,-2,0.59
119,-1,-1,-3,-10,-3,-1,-1,-2,0.595
120,-1,-1,-2,-6,-2,-2,1,-2,0.6
121,0,-1,0,6,-1,-2,-2,-1,0.605
122,2,0,-2,-10,-2,-1,0,0,0.61
123,0,-1,-1,-13,1,-1,-1,-1,0.615
124,-1,-1,3,22,0,-2,0,-1,0.62
125,-1,-2,-2,-3,-2,0,-1,0,0.625
126,-1,-1,-2,-7,0,-2,-1,1,0.63
127,-1,-2,5,20,2,-3,-1,-1,0.635
128,0,0,-3,-14,-2,0,-2,-1,0.64
129,-1,-1,0,-1,-2,0,-1,0,0.645
130,-1,-1,-5,-15,-2,0,0,-1,0.65
131,-1,-2,1,9,-1,-2,-1,-2,0.655
132,-1,-1,-3,-10,-1,-1,-1,0,0.66
133,-2,1,3,8,-1,-4,0,-2,0.665
134,2,1,-1,-1,3,3,-1,-1,0.67
135,0,-1,-2,-4,0,-1,-1,-1,0.675
136,-2,-2,0,1,-2,-1,-2,-1,0.68
137,-1,-1,-2,-3,0,-1,1,0,0.685
138,-1,-2,-2,-2,-3,-1,-2,-2,0.69
139,-1,-2,0,0,1,1,0,-2,0.695
140,0,-1,-2,-5,-2,-2,-1,-1,0.7
141,-2,-2,2,17,0,-2,-2,-1,0.705
142,0,0,1,3,-1,-1,0,-1,0.71
143,0,0,-5,-10,-1,0,0,2,0.715
144,-3,-2,-3,-11,-3,-1,-2,-2,0.72
145,-1,0,-4,-17,-4,-2,-1,-2,0.725
146,-1,0,0,22,2,-1,-1,-1,0.73
147,0,2,-1,1,-1,0,0,-1,0.735
148,-2,-1,-3,1,-1,-1,-1,-1,0.74
149,0,-2,0,-5,-1,-2,-3,-1,0.745
150,-3,-1,1,-2,-6,-2,0,0,0.75
151,-1,-1,-2,-3,11,3,2,-1,0.755
152,0,-2,-2,-8,-1,-3,-3,-2,0.76
153,0,-2,4,19,2,1,0,-2,0.765
154,1,0,1,-4,-1,-3,1,0,0.77
155,0,0,0,4,-4,-2,-1,-1,0.775
156,-1,-2,-5,-18,-3,-1,-2,-1,0.78
157,-1,0,-5,1,0,-2,-1,-2,0.785
158,-2,0,2,5,1,-1,-1,-1,0.79
159,-2,0,-4,-6,-4,-2,-3,-2,0.795
160,-1,-3,-2,2,-1,-2,-1,-2,0.8
161,-2,-1,-9,-14,-4,-1,-1,0,0.805
162,-1,-1,1,-6,1,0,0,0,0.81
163,0,0,3,6,-1,-1,-1,0,0.815
164,-1,-1,0,8,0,-2,-1,-2,0.82
165,1,-2,2,1,-2,-1,-2,-1,0.825
166,1,0,-3,-10,4,1,1,1,0.83
167,1,-2,-3,-22,-1,-1,-2,0,0.835
168,-1,-1,2,16,-1,-2,0,-1,0.84
169,-1,-2,2,7,0,-2,0,-1,0.845
170,0,-1,0,6,1,0,-1,-2,0.85
171,0,-1,0,-2,-2,1,-2,-1,0.855
172,-2,-2,-4,-12,-4,-2,-1,-1,0.86
173,0,-2,-5,-16,-2,-1,0,0,0.865
174,-2,-1,5,8,2,0,0,0,0.87
175,-3,0,-1,7,-5,-1,-1,-1,0.875
176,-3,-3,-5,-9,0,-3,-3,-1,0.88
177,-2,-1,0,-7,-2,1,-3,-1,0.885
178,1,2,0,9,0,0,0,0,0.89
179,1,1,-1,-3,1,-1,1,-1,0.895
180,-2,-2,0,2,-4,-2,-3,-2,0.9
181,-2,-1,1,6,0,-2,-1,-1,0.905
182,0,-1,-7,-12,-1,1,-1,1,0.91
183,-1,-1,2,14,1,-1,0,-1,0.915
