MAV,MAV1,MAV2,SSI,VAR,TM3,TM4,TM5,LOG,RMS,WL,AAC,AFB,MYOP,WAMP,SSC,label
6.028553581034588,5.396637471912048,5.459204650619827,151598.21208958008,94.8081376420138,21.54692195498255,55182.65744649245,17935.980534590817,415.1141659341805,9.73390376755326,11795.364276178927,7.372102672611829,0.0042718237902340805,0.99125,800.0,400.0,1
0.4459553671909842,0.33427596057836156,0.22017533390259103,503.5285882125322,0.3149021814962678,0.03361978295117675,0.29823160934899184,0.11412190439274814,1.5619817493448132,0.5609860672359276,804.4759587558921,0.5027974742224326,0.06482328277064511,0.988125,786.0,338.0,4
8.22706809598343,6.932964310274911,7.1308857076755885,295751.717102963,184.96042345401065,381.66010022736504,248257.18684163623,2410998.3534932393,3740.849845391131,13.595764899017338,15796.333014364394,9.872708133977747,0.19916164380523682,0.990625,809.0,378.0,1
0.5003282484032813,0.3729463003166127,0.24554942085455903,618.0786922744255,0.38654077065317416,0.022241811182206046,0.4239087542270555,0.05283206507844531,1.649262549656808,0.6215297118171552,965.8174728093354,0.6036359205058347,0.05767664846375744,0.98625,782.0,361.0,4
8.26391474847106,7.492571964519515,7.681053476356076,276144.3724148781,172.6981691149957,176.42626736552018,146375.82612959144,378257.0374250688,3881.258549585299,13.137360189904927,16819.74265171087,10.512339157319293,0.07325894819704079,0.991875,799.0,371.0,0
0.45833757907597616,0.3369926078217685,0.21417992663268415,533.0032860723232,0.3333353884129601,0.037339987812612545,0.3401185166883915,0.08832970179978293,1.5814427749519169,0.577171598222922,886.4878521231914,0.5540549075769946,-0.044588224043391786,0.98625,779.0,350.0,4
0.4998800567982079,0.37545340395868587,0.2575876366461609,615.6462573549147,0.38501954806436195,0.009152286464382707,0.423574477310637,0.03661926559137987,1.6485235296511416,0.6203054979982215,942.0250532503372,0.5887656582814608,-0.047302461333030246,0.99,798.0,381.0,4
5.3776596210142555,4.611403791949841,3.4681129145996077,113323.83675601098,70.87169278049467,111.22966481699306,33468.31256390775,111254.98681839228,216.51495494476407,8.415901494938428,9947.235739786382,6.217022337366489,-0.12238190539212221,0.995625,781.0,363.0,2
4.782129171217595,4.129400663407782,2.928084965692881,89393.35822734982,55.90579001085042,49.60489173475408,25582.347577530443,84249.3674301698,119.35821376257542,7.47468052107203,8879.812936605753,5.549883085378595,-0.11393954300786749,0.99625,811.0,360.0,2
6.464249343085086,5.506885709974975,3.467880777465477,165446.49495822156,103.46872730345314,181.53177155420198,61921.833037744895,417472.8199905333,641.7824241685701,10.168778655713206,12938.16911019578,8.086355693872363,0.0690839168187846,0.995625,808.0,388.0,0
6.79017409356833,6.126397520150256,4.595224114336088,210227.239196362,131.47419587014508,167.4135585654563,120731.69933942333,572647.5702603391,889.0683294361799,11.462636018723018,13049.086058208,8.155678786380001,0.03537517417509456,0.995,803.0,364.0,1
6.966716509065943,6.399040028969347,6.49752245896212,213457.66424907924,133.4944742020508,115.96997204056765,113721.85785505462,49404.800568941646,1060.7341153702012,11.550369697792124,13591.716514942864,8.49482282183929,0.0397279292165979,0.993125,803.0,397.0,0
7.517112147837524,6.142800189595885,6.24587464615591,223992.05583103758,140.08258651096784,70.3596796840161,102879.51309404417,191199.75651621417,1839.2481405654712,11.831949750332718,14423.011982044816,9.01438248877801,0.009990236222710613,0.9975,795.0,369.0,0
6.80632992822694,6.1584268948894305,6.259406419880724,188302.66580673086,117.76276785911874,94.66658927434834,80838.12084750946,294120.0354341606,903.5486260473385,10.848463768165832,12980.87957870606,8.113049736691288,0.1893949743557832,0.99375,780.0,410.0,1
1.3413415111747113,1.0464901981663512,0.725519691426659,5703.551140608259,3.5669488058838392,1.6325381820388054,69.65013960982112,116.10974577962416,3.824170232917793,1.8880464673519457,2630.285999744466,1.6439287498402915,0.05005678680488666,0.996875,774.0,385.0,4
0.44440821967278454,0.33127662090799775,0.22121112142555663,493.5388659625571,0.30865470041435716,0.029859524738109676,0.26736759730518017,0.028398972765983698,1.5595670016249876,0.5553933662068699,811.2220275222439,0.5070137672014025,0.005458352364708086,0.98625,792.0,357.0,4
6.211037358943454,5.481911137044649,5.646640895285817,157421.42181565735,98.44991983468252,155.38502949888948,52890.0680928311,31247.14025924864,498.2178140151502,9.919092127548057,11894.122015307219,7.433826259567012,0.19709086032212397,0.99625,803.0,326.0,1
7.12976386129245,6.275531307955072,6.080149526238016,209253.05229257813,130.86494827553355,58.38465044700702,116472.70199843767,27564.52367250986,1248.5820935372835,11.436046418358984,13825.133180756686,8.640708237972929,0.24805704767533857,0.99375,797.0,377.0,1
8.047726845765727,7.125291830257511,6.4284978349082555,267543.10079738306,167.3190123811026,479.11260977217813,178593.0844241301,1416707.6141033513,3126.679462368449,12.931142176867612,15679.815488228098,9.799884680142561,-0.01895570145807949,0.994375,798.0,386.0,1
0.41146906899192137,0.3129962610223664,0.2128094292093151,428.8814107865547,0.2682185183155439,0.012394478070712043,0.22504263900502675,0.017745648722854994,1.509033031173682,0.5177363052187829,755.0757645244919,0.4719223528278074,0.060739630111402376,0.9825,788.0,351.0,4
7.51168500634152,6.741827286240189,4.95801764938197,234178.83510863196,146.45330525868164,40.86469546326909,116393.65102223614,131935.318415912,1829.293318209067,12.09800694093432,13998.68359505535,8.749177246909595,-0.05718843017294499,0.990625,796.0,366.0,1
6.067088159899377,5.2249990695342685,3.4206307452389164,150008.4914696233,93.81394088156553,256.5840305711039,66209.19728428914,1170711.7355662987,431.4226171452407,9.68273242264365,11641.401436223417,7.2758758976396365,-0.030381453113113854,0.996875,782.0,371.0,2
7.031095130234643,5.960189124067695,4.108012411562995,187114.3555411453,117.01960946913402,373.253087089818,77894.68761208506,767891.0767463786,1131.2688187497356,10.814179220505633,13614.229612446012,8.508893507778758,0.0006752202875964855,0.993125,803.0,366.0,0
