slno,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8,Time
0,6,6,10,9,10,8,9,8,0
1,-7,-6,-6,-6,-7,-6,-7,-6,0.005
2,-5,-6,-6,-7,-7,-6,-6,-5,0.01
3,2,4,3,2,2,2,2,2,0.015
4,6,5,4,6,6,6,6,5,0.02
5,-4,-3,-3,-5,-5,-4,-3,-4,0.025
6,-4,-6,-4,-6,-6,-7,-5,-6,0.03
7,0,0,2,1,0,2,1,-1,0.035
8,5,6,3,5,7,6,5,6,0.04
9,-2,-4,-5,-3,-3,-3,-2,-3,0.045
10,-4,-4,-6,-6,-7,-6,-6,-5,0.05
11,0,1,0,1,3,1,2,0,0.055
12,4,4,4,6,6,4,3,6,0.06
13,-2,-2,-3,-4,-4,-3,-4,-3,0.065
14,-2,-4,-4,-6,-6,-5,-4,-4,0.07
15,0,1,1,1,3,1,2,1,0.075
16,3,2,4,4,4,3,4,2,0.08
17,-3,-4,-2,-5,-4,-4,-4,-3,0.085
18,-4,-4,-4,-3,-3,-2,-3,-3,0.09
19,3,1,1,0,0,2,0,2,0.095
20,0,0,1,1,1,1,1,-1,0.1
21,-2,-2,-3,-1,-3,-3,-3,-1,0.105
22,-2,-1,-3,-3,-1,-1,-3,-2,0.11
23,-1,-1,-2,1,1,0,0,1,0.115
24,-5,-4,-4,-7,-7,-5,-7,-8,0.12
25,1,2,1,1,1,2,1,0,0.125
26,4,4,5,6,6,5,6,5,0.13
27,-2,-4,-2,-3,-4,-5,-5,-2,0.135
28,-3,-4,-5,-6,-6,-4,-4,-4,0.14
29,0,0,-1,-1,0,-1,0,-2,0.145
30,2,3,4,4,4,2,3,4,0.15
31,-1,-2,-2,-2,-2,-2,-2,-1,0.155
32,-6,-5,-4,-7,-3,-4,-4,-3,0.16
33,-2,-3,-2,-3,-3,-2,-3,-1,0.165
34,2,3,4,2,3,4,4,4,0.17
35,-3,0,-1,0,-2,-1,-1,-1,0.175
36,-4,-4,-5,-4,-3,-6,-4,-4,0.18
37,1,0,0,-1,0,0,0,-1,0.185
38,2,2,1,3,3,3,3,5,0.19
39,-3,-3,-3,-4,-5,-3,-2,-4,0.195
40,-4,-4,-3,-3,-4,-2,-3,-3,0.2
41,2,1,2,0,1,2,0,1,0.205
42,3,1,2,3,2,2,1,1,0.21
43,-3,-3,-3,-3,-2,-1,-2,-1,0.215
44,-1,-2,-2,-3,-2,-2,-3,-2,0.22
45,-2,0,-1,-1,1,0,1,1,0.225
46,0,1,0,2,0,1,-1,0,0.23
47,1,-2,-1,-1,-4,-1,-2,-3,0.235
48,-1,0,-2,-1,-2,-1,-2,-2,0.24
49,-1,-1,1,0,-1,-1,-1,1,0.245
50,1,0,-1,0,1,0,-1,-2,0.25
51,-2,-1,-1,-2,-3,-2,-2,-3,0.255
52,-1,0,-1,-2,-2,-1,-1,-1,0.26
53,0,-1,-3,-1,-2,-2,-1,-1,0.265
54,0,2,2,0,2,0,1,-1,0.27
55,-3,-1,-3,-4,0,-1,-2,-1,0.275
56,-1,-2,-3,0,-1,-2,-1,-1,0.28
57,-1,2,0,1,0,0,-1,0,0.285
58,-2,0,0,-1,0,0,0,0,0.29
59,-1,-2,-1,-3,-2,-2,-2,-2,0.295
60,0,-2,-2,-1,-1,1,-2,-2,0.3
61,0,0,0,-1,0,-1,0,-1,0.305
62,0,1,0,1,0,0,1,1,0.31
63,-3,-2,-3,-2,-3,-2,-2,-2,0.315
64,0,-2,-2,-1,-2,-1,-2,-1,0.32
65,1,0,1,-1,-1,0,0,0,0.325
66,0,-1,-1,-1,1,-1,1,0,0.33
67,0,-2,-2,-2,-2,-1,-1,0,0.335
68,0,-2,-2,0,-1,-1,-2,0,0.34
69,0,0,2,1,0,-3,0,0,0.345
70,0,0,0,-2,-1,0,2,-2,0.35
71,-2,-2,-3,-1,-1,-1,-1,-2,0.355
72,-1,-2,-1,-1,-2,-1,-1,-1,0.36
73,1,0,-1,1,0,-1,1,1,0.365
74,1,1,2,1,0,1,0,2,0.37
75,-2,-1,0,-2,-3,-3,-2,-1,0.375
76,-1,-1,-1,-1,0,-1,-1,-2,0.38
77,1,-1,-2,-2,0,0,-1,-1,0.385
78,-1,1,0,-1,0,0,1,0,0.39
79,-1,0,-1,-1,-2,0,1,-1,0.395
80,-1,0,0,-3,0,-2,-1,-1,0.4
81,-2,-1,-1,2,-1,0,0,-1,0.405
82,1,-1,1,1,1,2,1,1,0.41
83,-1,-2,0,-3,-2,-2,-1,-1,0.415
84,-2,1,-3,-2,-2,-1,0,-1,0.42
85,0,0,0,-1,1,1,0,0,0.425
86,0,0,1,1,0,-1,0,0,0.43
87,-2,-1,-1,0,0,-1,-1,-2,0.435
88,-1,-1,-1,-2,-2,-1,-1,-3,0.44
89,0,0,1,-1,0,0,-1,1,0.445
90,1,0,0,-1,0,0,2,0,0.45
91,-2,-1,-1,0,-1,-2,-2,-2,0.455
92,-1,-3,-1,0,-1,-3,-1,-1,0.46
93,-1,-3,-4,-2,0,0,0,-2,0.465
94,-2,-1,-1,0,0,0,-2,0,0.47
95,-3,-2,-1,-2,0,-2,-1,-1,0.475
96,-1,0,0,-1,-2,-1,-1,-1,0.48
97,-1,1,1,2,-1,-1,1,-1,0.485
98,0,0,0,-1,-1,1,2,-1,0.49
99,-1,-2,-2,-4,-2,0,-3,-1,0.495
100,-1,-1,-1,0,-1,0,-2,-2,0.5
101,-1,0,-2,-2,-1,1,1,0,0.505
102,1,-1,-1,3,1,0,0,0,0.51
103,-2,0,-1,-3,-1,-1,-1,-2,0.515
104,-2,-2,-2,-2,-3,0,-1,-2,0.52
105,-1,-1,0,0,1,-1,1,-1,0.525
106,0,1,0,0,1,0,1,1,0.53
107,-1,-1,-1,-1,-2,-1,-2,0,0.535
108,0,-1,1,0,-1,0,-3,0,0.54
109,0,0,0,-1,-1,-1,0,0,0.545
110,1,0,-2,-1,1,0,-2,-1,0.55
111,1,-1,0,1,0,-2,-1,-2,0.555
112,-1,-2,-3,-3,-2,-1,-2,-1,0.56
113,0,-1,0,1,-2,-1,-1,-1,0.565
114,0,0,1,-1,-1,0,1,0,0.57
115,-2,-3,-2,-2,-2,-1,-3,-1,0.575
116,-2,-2,-1,-2,0,0,0,-2,0.58
117,0,-1,-1,2,0,0,-1,0,0.585
118,-1,-1,1,0,0,-1,-1,1,0.59
119,-2,-2,-2,0,-2,0,-1,-2,0.595
120,-1,-1,-1,-1,-1,-1,0,1,0.6
