slno,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8,Time
0,3,5,7,5,6,3,4,3,0
1,6,6,6,8,9,8,7,7,0.005
2,-5,-5,-2,-8,-9,-8,-10,-8,0.01
3,-4,-4,-8,-6,-6,-4,-5,-4,0.015
4,1,1,2,3,3,3,3,1,0.02
5,5,5,9,7,6,6,7,7,0.025
6,-5,-5,-7,-5,-7,-4,-4,-4,0.03
7,-5,-2,-1,-3,-5,-6,-5,-4,0.035
8,0,0,0,-1,0,4,1,1,0.04
9,6,6,7,5,6,4,5,4,0.045
10,-4,-4,-3,-5,-6,-4,-4,-3,0.05
11,-4,-3,-5,-3,-4,-5,-6,-4,0.055
12,1,1,0,0,2,0,3,1,0.06
13,3,2,0,6,6,4,5,2,0.065
14,-4,-4,-7,-6,-4,-4,-4,-5,0.07
15,-4,-4,-3,-4,-4,-3,-2,-4,0.075
16,2,1,1,2,1,1,-1,2,0.08
17,2,1,1,3,2,2,3,3,0.085
18,-3,-5,-3,-3,-5,-5,-2,-3,0.09
19,-2,-1,-2,-4,-2,-3,-2,-2,0.095
20,0,1,1,2,1,2,0,0,0.1
21,0,-1,3,1,0,1,1,1,0.105
22,-6,-4,-9,-8,-9,-6,-9,-7,0.11
23,-1,-1,-9,-3,-2,-3,-2,-1,0.115
24,1,3,15,4,4,4,2,3,0.12
25,0,1,4,0,1,0,0,1,0.125
26,-4,-6,-7,-5,-4,-5,-4,-3,0.13
27,-2,-2,-4,-2,-2,-2,-4,-2,0.135
28,1,2,-1,2,1,1,2,2,0.14
29,1,0,0,1,1,3,2,0,0.145
30,-3,-3,-1,-6,-4,-6,-4,-5,0.15
31,-2,-2,-2,-4,-3,-3,-4,-3,0.155
32,2,0,-3,4,2,1,3,2,0.16
33,1,2,5,1,0,1,2,1,0.165
34,-1,-4,-3,-4,-5,-3,-3,-6,0.17
35,-1,-2,0,-3,-3,0,-2,-2,0.175
36,2,1,1,3,2,1,3,0,0.18
37,-3,-3,-2,1,-1,-1,-1,0,0.185
