slno,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8,Time
0,3,3,6,10,4,5,3,2,0
1,8,10,8,11,9,7,9,6,0.005
2,-5,-12,-11,-7,-6,-6,-6,-6,0.01
3,-4,-5,-9,-7,-6,-6,-5,-2,0.015
4,2,5,4,1,2,1,2,1,0.02
5,4,-1,1,3,4,6,5,3,0.025
6,-2,-1,-2,-13,-6,-4,-4,-1,0.03
7,-5,-4,0,2,-6,-5,-5,-7,0.035
8,1,1,5,16,0,0,1,-1,0.04
9,5,5,5,12,8,6,4,5,0.045
10,-3,-4,-7,-12,-6,-3,-4,-4,0.05
11,-4,-8,-10,-5,-5,-5,-5,-5,0.055
12,1,2,7,-6,0,2,-1,0,0.06
13,3,6,5,1,5,5,4,5,0.065
14,-4,-2,-1,4,-3,-5,-3,-4,0.07
15,-3,-3,2,-8,-4,-5,-5,-4,0.075
16,1,-3,-17,-4,-1,0,1,1,0.08
17,4,5,9,-5,1,4,3,2,0.085
18,-3,-3,3,14,0,-2,-3,-4,0.09
19,-1,0,0,8,-1,-2,-2,-2,0.095
20,-1,3,6,-1,2,-1,1,1,0.1
21,0,-3,-3,-11,-2,1,1,2,0.105
22,-2,-1,-3,1,-2,-2,-3,-4,0.11
23,-1,0,2,0,-3,-3,-1,-3,0.115
24,-4,-4,-5,-4,-4,-5,-4,-3,0.12
25,-3,-4,-4,-6,-7,-5,-6,-5,0.125
26,1,1,1,-2,0,1,1,-1,0.13
27,3,4,-1,-7,5,3,2,3,0.135
28,-2,-3,-8,17,-3,-2,-1,-1,0.14
29,-3,-3,5,-15,-5,-5,-5,-4,0.145
30,0,0,-1,10,-1,0,-1,-1,0.15
31,3,3,3,2,4,3,3,4,0.155
32,-1,0,1,-7,-3,-1,-2,-2,0.16
33,-4,-5,-11,-5,-5,-5,-4,-4,0.165
34,-2,3,0,-12,-4,-3,-1,-1,0.17
35,1,-5,-3,7,4,3,4,2,0.175
36,-3,-2,5,-2,0,-3,-1,-1,0.18
37,-3,-3,-1,-22,-6,-4,-4,-4,0.185
38,0,2,8,37,5,0,0,-1,0.19
39,3,5,1,0,2,3,3,2,0.195
40,-1,-3,-2,1,-4,-1,-2,-3,0.2
41,-1,-3,-5,-1,-3,-2,-3,-1,0.205
42,0,0,-2,-13,1,1,1,2,0.21
43,2,4,10,5,1,0,0,2,0.215
44,-2,-4,-11,-11,-3,-4,-4,-2,0.22
45,0,0,-5,1,0,-2,-3,-1,0.225
46,-2,-3,-3,1,-3,1,-1,0,0.23
47,-1,-1,-5,0,0,1,1,-1,0.235
48,-1,3,12,-14,-3,-2,-2,-1,0.24
49,-1,0,0,20,1,-1,0,-2,0.245
50,2,-2,-4,0,2,1,-1,-1,0.25
51,0,2,6,-5,-3,0,0,-1,0.255
52,-3,-6,-8,-16,-2,-1,-1,-1,0.26
53,-2,-1,-1,11,0,1,-1,-3,0.265
54,0,-1,1,-6,-1,-1,-1,1,0.27
55,0,1,-2,4,2,0,1,1,0.275
56,-2,0,0,-2,-3,-1,-1,0,0.28
57,-3,-2,-10,-7,-3,-2,-1,-1,0.285
58,1,0,5,-6,-1,0,0,0,0.29
59,1,2,2,5,1,0,0,1,0.295
60,-3,-2,-1,4,-2,-2,-2,-1,0.3
61,0,-1,0,-8,-2,-3,1,-1,0.305
62,-2,-1,5,10,0,-1,-1,0,0.31
63,1,0,-8,-12,-1,0,0,-1,0.315
64,0,0,1,18,1,0,0,-2,0.32
65,-1,-1,-3,0,-1,1,-1,2,0.325
66,1,-2,-7,-10,-1,-2,0,-1,0.33
67,1,1,5,2,-1,0,1,-1,0.335
68,-1,-1,-6,-16,-2,-1,-1,-1,0.34
69,0,6,25,21,1,-2,-3,-1,0.345
70,-3,-10,-25,-2,-1,0,0,-1,0.35
71,-2,-1,1,2,-1,0,1,-1,0.355
72,0,0,-1,-4,0,-1,-2,-3,0.36
73,1,1,-7,-7,-1,0,1,-1,0.365
74,-1,4,13,4,2,-1,0,0,0.37
75,0,-1,1,4,1,1,0,0,0.375
76,-1,0,-4,-1,-3,-1,0,1,0.38
77,0,-2,-2,-24,-4,-1,-1,-1,0.385
78,0,1,9,29,4,0,1,-1,0.39
79,2,0,-8,2,0,2,0,1,0.395
80,-1,0,1,2,1,-2,-1,-2,0.4
81,-1,-3,-7,-9,-2,-1,-3,-2,0.405
82,0,3,0,-16,-3,1,-1,-1,0.41
83,-2,1,8,3,0,2,1,-1,0.415
84,-2,-3,1,-7,-2,-1,-1,-1,0.42
85,-2,-3,-3,20,1,0,0,-1,0.425
86,1,6,4,-11,-1,0,0,-1,0.43
87,1,-4,-6,7,1,2,1,1,0.435
88,-2,-2,-1,-6,-1,-1,-3,-2,0.44
89,0,-2,-3,-5,-1,-2,-1,-2,0.445
90,1,3,1,-8,-2,0,0,0,0.45
91,0,1,5,-6,1,-1,-1,1,0.455
92,-2,-3,-3,24,1,0,-1,0,0.46
93,-1,0,1,1,-2,0,-1,-1,0.465
94,0,-2,-4,-4,-1,0,-2,-1,0.47
95,1,1,-4,-16,-2,-2,2,1,0.475
96,-1,-4,0,6,-2,-2,-2,-2,0.48
97,-2,-2,-2,4,0,-1,1,0,0.485
98,0,-3,-4,-5,-2,-1,0,0,0.49
99,0,-1,6,2,3,2,1,-2,0.495
100,-3,-1,1,-6,-3,-2,-1,-1,0.5
101,-2,0,-2,0,-1,-1,-2,0,0.505
102,0,3,-3,-20,-1,-1,2,-1,0.51
103,-1,-7,-3,26,1,-1,0,-1,0.515
104,-1,-1,-5,-5,0,-1,-1,-1,0.52
105,-1,0,8,-4,-1,-1,-2,-1,0.525
106,-1,0,-7,-12,-1,-1,-1,0,0.53
107,-2,5,15,15,1,-1,-1,0,0.535
108,-1,0,0,-2,-3,-3,0,-4,0.54
109,-3,-3,-4,-1,-1,-1,-1,-2,0.545
110,0,-2,2,4,1,0,0,0,0.55
111,0,1,-3,-14,-1,0,0,0,0.555
112,-1,-3,0,7,0,0,-2,-1,0.56
113,-1,-2,-1,0,-3,-3,-2,-1,0.565
114,0,-3,-5,2,1,0,-2,-1,0.57
115,1,0,-1,-4,-1,1,0,-1,0.575
116,-1,-1,-3,-3,-1,-1,-1,-1,0.58
117,-1,-3,-6,-21,-3,-1,0,-1,0.585
118,0,0,6,25,2,1,-2,-1,0.59
119,0,1,-5,-17,-2,-1,-2,0,0.595
120,0,0,1,17,1,0,-1,-1,0.6
121,-1,-1,-6,1,-3,-1,0,-1,0.605
122,0,-7,3,3,1,-1,0,-1,0.61
123,-1,1,2,-7,-1,-3,0,-1,0.615
124,0,-1,0,-4,-2,-1,-2,-1,0.62
125,-1,-2,-7,-4,-2,-1,-3,0,0.625
126,0,1,9,-3,-1,0,0,-1,0.63
127,1,0,-3,9,-1,1,-1,-3,0.635
128,-2,-3,-4,-24,-3,-1,-1,-1,0.64
129,0,-2,1,20,-1,-1,-1,-1,0.645
130,-2,2,-3,-24,-2,0,-1,1,0.65
131,-1,-1,1,30,3,0,-1,0,0.655
132,-3,-1,-2,-5,-2,-1,-3,-1,0.66
133,1,0,0,-5,2,0,1,-2,0.665
134,0,4,3,-4,-4,-2,0,0,0.67
135,-2,-8,-6,-9,-2,0,-2,0,0.675
136,-2,-4,-5,0,-1,-2,-1,1,0.68
137,-3,-2,1,-4,-2,-2,-2,-1,0.685
138,1,3,-6,3,1,0,-2,0,0.69
139,-1,-4,-3,-1,-2,-2,0,-1,0.695
140,-1,-1,-1,-4,-1,0,-2,0,0.7
141,-1,-3,-5,-32,-3,-1,-1,-2,0.705
142,-1,-1,20,66,5,2,-1,-1,0.71
143,-2,2,0,-2,0,0,-2,-1,0.715
144,-1,-2,-9,-1,-5,-2,-2,-2,0.72
145,1,1,0,-11,-1,-1,-1,0,0.725
146,1,-2,-7,-20,-3,-1,0,-1,0.73
147,0,0,2,1,0,1,0,0,0.735
148,-1,-3,-2,-4,-2,-2,-2,-3,0.74
149,0,1,2,7,0,-2,1,0,0.745
150,-2,-2,-5,-9,0,-1,0,-1,0.75
151,1,-2,-2,8,2,1,-1,1,0.755
152,-1,3,12,-4,-2,-1,-2,-2,0.76
153,-3,-2,0,5,-1,0,-2,-1,0.765
154,-1,-2,-3,-14,-4,-2,0,1,0.77
155,0,0,-11,6,1,0,1,-1,0.775
156,-2,-2,-3,2,-2,0,-1,-2,0.78
157,-1,-1,0,-2,1,0,0,-2,0.785
158,0,-2,0,6,1,-1,-1,-1,0.79
159,0,5,4,-2,-1,1,0,0,0.795
160,-2,-3,-5,2,-1,-2,-2,-1,0.8
161,-2,0,-1,4,0,0,0,-2,0.805
162,0,0,-4,-11,-2,-1,0,1,0.81
163,1,2,2,-11,-1,0,0,-1,0.815
164,-3,-1,-1,0,-1,-2,-1,-3,0.82
165,-3,-2,0,3,-2,0,-2,-1,0.825
166,-1,-3,-5,-25,-2,0,0,0,0.83
167,-1,-1,0,36,2,1,-1,-1,0.835
168,-1,1,13,-1,-1,-2,-1,-1,0.84
169,0,-3,-7,6,2,1,-2,0,0.845
170,-2,-3,-6,-6,-2,-1,-1,-1,0.85
171,-2,-1,3,-15,-3,-1,-3,1,0.855
172,1,1,-5,-7,0,-1,-1,-2,0.86
173,-1,-1,12,10,-2,-1,-1,-1,0.865
174,1,0,-7,9,0,0,0,-2,0.87
175,-1,2,4,-8,0,-1,1,0,0.875
176,-2,-7,-8,1,-1,0,-2,-2,0.88
