slno,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8,Time
0,-1,0,0,-2,-3,-5,-1,-1,0
1,0,-1,-2,-2,-4,-5,-2,-1,0.005
2,-1,-1,-2,-4,-8,-5,-1,-1,0.01
3,0,0,-1,2,10,4,-1,-1,0.015
4,-1,1,-2,2,-3,2,1,1,0.02
5,-1,-1,-1,-2,-6,-2,-1,-3,0.025
6,0,0,0,-1,8,-3,-1,0,0.03
7,1,0,-1,-2,-7,-3,-1,1,0.035
8,-1,-1,-3,-1,3,-2,2,-1,0.04
9,-1,-1,0,1,-1,4,1,0,0.045
10,-1,0,0,-1,-5,-5,-4,-1,0.05
11,-2,1,0,-1,0,-3,-2,0,0.055
12,-1,0,0,1,3,2,-2,-1,0.06
13,-1,-1,0,1,3,5,1,0,0.065
14,-1,-1,-1,0,0,-1,1,-1,0.07
15,-1,-1,-2,-2,-3,-5,-3,-1,0.075
16,0,0,0,-1,-6,-10,-5,-2,0.08
17,0,-1,-2,-3,-9,-6,-2,-1,0.085
18,-1,-2,0,0,5,8,1,-1,0.09
19,-1,-2,0,2,7,4,1,-1,0.095
20,-1,-1,1,-1,-3,1,-1,1,0.1
21,-1,1,-1,-2,-5,-4,-3,-1,0.105
22,0,-2,-1,-1,4,-1,-1,-1,0.11
23,-1,0,-1,1,-6,-2,1,0,0.115
24,0,-1,-2,-1,2,0,-4,-1,0.12
25,-1,1,-2,0,-2,0,0,-2,0.125
26,0,-2,-1,-2,-1,-1,-1,-1,0.13
27,0,0,-3,-3,-3,-3,0,-1,0.135
28,-2,-1,0,-1,-2,-1,-1,-2,0.14
29,0,-1,0,-3,-2,-3,0,-1,0.145
30,-2,-1,-1,0,1,-2,-1,1,0.15
31,-1,-1,0,0,1,8,0,-2,0.155
32,0,-1,0,2,2,1,2,1,0.16
33,-1,-2,-1,0,2,3,0,1,0.165
34,-1,-1,-1,-1,-2,-2,-1,-1,0.17
35,-1,-3,-2,-3,-7,-6,-2,-1,0.175
36,-1,-1,-1,-2,6,-1,-1,-1,0.18
37,-1,0,0,0,-2,1,0,0,0.185
38,-1,-1,-2,-1,2,1,0,0,0.19
39,-2,-1,0,-1,-2,-1,-2,-1,0.195
40,-1,-1,0,-2,-7,-6,-3,-2,0.2
41,1,0,0,-1,2,-1,0,-1,0.205
42,0,0,2,1,6,5,2,-1,0.21
43,0,0,-2,0,-2,0,-3,0,0.215
44,1,1,0,0,-2,0,1,-1,0.22
45,-1,-2,-1,-1,-5,-2,0,-1,0.225
46,-1,0,-1,0,-1,1,-2,0,0.23
47,-1,0,0,1,3,3,2,0,0.235
48,0,-1,-1,-2,-5,-8,-2,0,0.24
49,-2,1,-1,0,0,4,-2,0,0.245
50,-1,1,-1,-2,0,5,1,-1,0.25
51,0,0,0,0,0,-1,2,-1,0.255
52,-1,-1,-2,-1,-1,0,-1,-2,0.26
53,1,-1,-2,-2,-4,-5,-2,-2,0.265
54,-1,-2,-2,-1,-4,-4,-1,-3,0.27
55,-2,-3,0,-1,-1,-2,-1,0,0.275
56,-1,0,1,-1,1,2,0,-2,0.28
57,0,1,-2,2,3,2,0,-1,0.285
58,1,1,0,0,-2,1,0,-1,0.29
59,0,-1,-1,-1,-1,-1,0,-2,0.295
60,0,0,-1,-1,-3,2,0,-1,0.3
61,0,-1,0,-2,-3,-5,-4,-2,0.305
62,-2,1,-1,-1,-2,-1,-1,0,0.31
63,-2,0,0,1,3,0,-3,-1,0.315
64,-1,-1,-1,2,3,2,0,0,0.32
65,0,0,-1,-2,-8,-1,1,0,0.325
66,-1,-2,-2,-2,4,-1,-1,-1,0.33
67,-1,-1,1,0,-3,-5,-2,-1,0.335
68,-1,0,-1,-2,-1,3,0,0,0.34
69,-2,-1,-1,1,0,-4,-1,-1,0.345
70,0,-3,-1,-3,-3,-2,-1,-2,0.35
71,-3,-1,-1,-2,2,5,0,0,0.355
72,1,-1,-1,0,0,-5,-3,0,0.36
73,-1,0,-2,-3,-6,-3,2,1,0.365
74,-1,-2,-1,1,6,-4,-1,-2,0.37
75,0,-1,-1,-2,-4,0,2,1,0.375
76,-1,0,-1,1,-2,0,0,-1,0.38
77,0,0,-1,-1,1,-1,-2,-1,0.385
78,-2,-1,0,-1,-4,-2,-4,-2,0.39
79,0,1,-2,0,1,-1,0,-1,0.395
80,0,0,-1,0,-1,2,-1,-1,0.4
81,-1,-1,-1,-2,2,-1,0,-1,0.405
82,0,-1,-2,-1,-5,-7,-2,-1,0.41
83,1,0,-2,-1,1,2,-1,-2,0.415
84,-1,-2,0,-1,1,-1,0,0,0.42
