slno,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8,Time
0,-1,-1,-1,-1,0,1,-1,0,0
1,-1,0,-1,-1,-1,-1,-2,-2,0.005
2,-2,-1,-1,-1,-2,-2,0,0,0.01
3,1,-2,-1,-1,-5,-5,0,-1,0.015
4,1,1,-1,-1,-2,4,0,-1,0.02
5,1,-2,-1,3,7,3,1,-1,0.025
6,-1,0,-1,-2,-5,-4,-1,0,0.03
7,-1,-1,-1,-1,1,-5,-2,-1,0.035
8,-1,0,-1,0,-1,1,-1,-2,0.04
9,-1,1,0,-1,-2,1,0,-1,0.045
10,1,-2,0,-1,2,0,0,1,0.05
11,-1,-1,-1,-1,-5,-1,0,-2,0.055
12,-2,-2,-1,-3,-3,-5,-3,-2,0.06
13,-1,-2,-2,-1,1,1,-1,-3,0.065
14,-1,-2,-1,2,2,4,-1,-2,0.07
15,0,-1,-1,1,0,0,-1,0,0.075
16,-1,-2,-1,-1,1,-4,0,0,0.08
17,-1,-1,0,-1,-3,-1,-3,-1,0.085
18,-1,-1,-1,-1,-2,-2,-1,-3,0.09
19,-2,0,-2,-3,0,0,-1,0,0.095
20,-1,-1,0,-1,-1,-1,0,-2,0.1
21,0,-1,-1,-1,-1,-2,1,0,0.105
22,0,1,-1,-1,0,-4,-1,0,0.11
23,-2,0,1,0,2,4,-1,-2,0.115
24,0,-1,1,-1,0,0,0,-1,0.12
25,-2,0,-1,-2,-3,-3,1,-1,0.125
26,-1,0,-2,-4,-6,-2,-1,-2,0.13
27,-2,-1,-2,-3,1,2,0,-2,0.135
28,-1,-1,1,2,5,0,-2,0,0.14
29,0,0,-1,0,-5,-1,-2,-1,0.145
30,-2,-2,-1,-3,-2,-2,0,-1,0.15
31,-2,-2,-1,-2,-2,-1,-1,0,0.155
32,-1,0,-2,-3,-1,-3,0,0,0.16
33,-1,-1,0,1,-1,0,-1,-1,0.165
34,0,0,-1,-3,0,0,1,-1,0.17
35,1,-1,-2,-1,-1,-1,0,-2,0.175
36,-1,-1,-1,-1,-2,-3,-1,-2,0.18
37,0,0,-2,-2,2,3,1,-1,0.185
38,-1,-1,-1,1,0,2,0,1,0.19
39,-1,-1,-1,0,-1,-2,0,0,0.195
40,1,-2,-1,-1,-1,2,-1,0,0.2
41,-1,-1,0,0,-2,-1,0,-1,0.205
42,1,-2,0,1,0,-1,0,0,0.21
43,-1,-2,-1,1,-1,-1,-2,-2,0.215
44,0,-2,0,0,-3,-3,-1,-2,0.22
45,-1,0,0,-2,0,-2,-2,-2,0.225
46,-1,-1,-1,0,-1,-1,0,0,0.23
47,0,1,2,0,-2,0,0,0,0.235
48,-1,-2,-2,2,-1,0,0,-1,0.24
49,-2,-1,0,0,-2,-2,-2,0,0.245
50,-1,0,0,-1,-3,-3,-2,-1,0.25
51,-1,1,0,-1,1,2,1,0,0.255
52,-2,0,-2,-1,0,0,1,-1,0.26
53,0,-3,-1,-1,-2,-1,-1,0,0.265
54,-1,-2,-2,0,1,-2,-2,-2,0.27
55,-2,-1,-3,-2,-2,0,-1,-1,0.275
56,0,0,-1,-1,-2,-1,-1,0,0.28
57,-1,-1,-2,-2,-3,-2,-2,0,0.285
58,-1,-1,0,-1,1,1,-1,-1,0.29
59,-1,0,-1,0,1,1,0,0,0.295
60,-1,-2,-1,-2,0,-1,-2,-2,0.3
61,-1,0,-2,-1,-8,-3,-2,-1,0.305
62,0,-1,-2,0,1,2,-1,-1,0.31
63,0,-3,0,-1,9,3,1,-2,0.315
64,-2,-1,-2,1,-3,1,0,3,0.32
65,0,-1,-1,-3,-1,-2,0,-1,0.325
66,-2,-2,0,-2,-6,-3,-1,-1,0.33
67,0,-2,-1,-2,-2,-3,-1,-1,0.335
68,0,-1,2,0,1,1,0,0,0.34
69,0,-1,-2,0,-1,0,0,-1,0.345
70,0,-2,0,1,-2,-1,-2,1,0.35
71,0,-1,-1,0,-3,-2,-2,-1,0.355
72,-1,-1,-1,-2,-3,-6,-3,-2,0.36
73,-1,0,-1,0,2,8,0,0,0.365
74,-1,1,-1,0,0,0,-1,-1,0.37
75,-1,0,0,1,1,1,1,0,0.375
76,-2,0,0,-1,-1,-3,0,0,0.38
77,0,-1,-2,-2,-3,-4,0,-2,0.385
78,-1,0,-1,0,0,-1,0,-1,0.39
79,-1,0,-3,-2,-2,-3,-1,1,0.395
80,-2,1,-1,-2,-1,0,-1,-1,0.4
81,-2,-2,-1,-1,2,-1,0,-1,0.405
82,-2,0,-1,0,-2,1,1,-1,0.41
83,0,2,2,-1,4,-1,-2,-2,0.415
84,1,0,-2,1,1,1,1,-1,0.42
85,-2,-1,0,0,-2,-2,-2,-1,0.425
