slno,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8,Time
0,-8,-10,-1,-1,-1,-1,0,-1,0
1,0,1,1,2,2,0,-1,1,0.005
2,0,-2,-2,0,-2,-3,0,0,0.01
3,-1,-1,-2,-1,-1,-5,-1,-1,0.015
4,2,0,-1,0,-6,5,0,0,0.02
5,-1,0,-1,0,8,4,1,-1,0.025
6,0,-1,-1,0,0,-3,0,-1,0.03
7,1,2,0,-1,0,5,3,-1,0.035
8,1,1,-1,-1,0,-3,2,-1,0.04
9,-2,-3,-2,-2,-4,-3,-2,-3,0.045
10,0,1,-1,-3,-2,-3,-3,-2,0.05
11,-3,-3,0,-1,-4,-3,-1,0,0.055
12,0,-1,0,-1,0,-1,0,-2,0.06
13,0,-1,0,-1,2,1,0,1,0.065
14,-2,-1,1,1,0,0,-1,1,0.07
15,0,0,-2,-1,-2,0,-3,-2,0.075
16,0,0,0,-1,2,0,0,0,0.08
17,-1,-1,-2,-1,-8,-4,1,1,0.085
18,-1,-2,-1,-1,8,0,-1,0,0.09
19,-1,0,-1,-3,-4,-6,-2,0,0.095
20,-1,1,-1,-1,-2,-5,-2,1,0.1
21,1,-2,-4,3,3,8,1,0,0.105
22,0,-1,-3,1,-1,3,0,0,0.11
23,-1,-3,-3,-1,8,-2,-3,-3,0.115
24,2,4,0,-1,0,2,-1,0,0.12
25,-7,-12,0,-1,-2,-2,-3,-1,0.125
26,0,1,1,-1,-1,-4,0,0,0.13
27,-1,-1,0,-1,0,-5,-1,-1,0.135
28,0,-2,0,0,1,2,0,1,0.14
29,2,3,-1,-3,-4,-2,0,-1,0.145
30,-1,-3,-1,-2,2,1,-1,-1,0.15
31,-2,-1,0,3,2,2,-3,0,0.155
32,-2,-1,-1,-2,-4,-5,-2,-1,0.16
33,1,1,-2,1,-1,-7,-1,-2,0.165
34,-2,-3,-1,-1,-3,5,0,0,0.17
35,-2,-1,-2,-1,1,0,-1,0,0.175
36,-1,-2,-1,-1,1,2,0,-2,0.18
37,-1,0,-1,-1,0,-5,-1,0,0.185
38,0,1,-1,1,3,1,1,-2,0.19
39,-2,0,0,-2,-9,-2,-1,0,0.195
40,0,-1,-2,2,11,3,0,0,0.2
41,-1,-1,-2,-4,-12,-11,-3,-2,0.205
42,-2,0,-1,-2,2,8,-1,-1,0.21
43,1,-2,0,0,10,8,3,1,0.215
44,1,0,1,0,-8,-5,0,-1,0.22
45,-1,1,-1,1,3,-3,-1,0,0.225
46,-2,-3,-1,-3,-2,0,-2,-1,0.23
47,-2,-1,0,-3,-7,-6,-1,-2,0.235
48,-1,0,-2,-2,-2,-4,-1,-1,0.24
49,-1,2,-1,1,2,1,0,1,0.245
50,0,0,-1,2,-4,-2,-3,0,0.25
51,-1,-2,-1,-1,0,-1,-2,0,0.255
52,0,-3,0,-1,1,2,1,0,0.26
53,-1,-2,0,1,-3,-1,2,-1,0.265
54,0,-2,-1,-1,-1,-9,-1,-1,0.27
55,2,3,-1,-3,-4,4,1,0,0.275
56,-7,-10,-2,2,6,-2,-1,-1,0.28
57,0,0,-1,0,-3,6,-1,-2,0.285
58,1,0,-1,1,5,1,0,0,0.29
59,0,-2,1,2,-2,-4,0,0,0.295
60,0,1,0,-5,-12,-11,-2,-2,0.3
61,-1,-2,0,1,16,18,1,0,0.305
62,1,-1,1,1,-4,-3,0,-2,0.31
63,-1,-1,-1,0,3,4,0,-2,0.315
64,-2,0,0,-2,-3,0,-2,-2,0.32
65,0,-1,-1,-3,-3,-9,-2,0,0.325
66,-3,0,-2,-3,-6,-10,-5,-1,0.33
67,-1,-1,-2,-3,-6,-2,-1,-1,0.335
68,0,0,-1,1,4,6,2,-1,0.34
69,0,0,-1,0,-7,-1,0,-2,0.345
70,0,-1,-2,1,13,7,2,0,0.35
71,-1,-1,0,-1,-6,-5,0,0,0.355
72,-1,-1,-2,-1,1,-3,-2,-1,0.36
73,-2,-1,0,-1,0,2,0,-1,0.365
74,0,-1,0,-2,-7,-3,1,0,0.37
75,-2,-1,-2,-2,4,4,-2,-1,0.375
76,1,3,0,-2,-5,-3,-1,-1,0.38
77,-2,-4,-1,-1,-1,-2,-1,0,0.385
78,-1,0,0,0,2,2,0,-1,0.39
79,-1,-2,-1,-1,-1,-7,-1,0,0.395
80,-2,0,1,-1,-1,5,-1,1,0.4
81,0,0,-3,-3,-3,-5,0,-2,0.405
82,-2,-3,-1,-1,-2,-6,-3,-2,0.41
83,1,-2,-2,-3,-5,-3,-2,-2,0.415
84,1,1,-1,2,12,10,1,1,0.42
85,-1,4,0,-1,-7,-1,-1,0,0.425
86,-2,-4,-2,2,9,-3,-1,-3,0.43
87,-2,2,-1,-1,-6,-1,0,0,0.435
88,-1,-2,-2,-3,-2,-2,-2,-1,0.44
89,3,3,0,-2,-3,-2,-2,0,0.445
90,2,1,-1,-2,-3,3,0,0,0.45
91,-2,-2,-1,1,3,-2,-1,0,0.455
92,-1,0,-1,-3,-6,-4,-2,0,0.46
93,-1,-2,-2,-3,4,6,0,-2,0.465
94,0,-2,-2,-4,-10,-10,-3,1,0.47
95,-1,-1,0,2,8,5,-1,-1,0.475
96,-1,0,0,1,1,4,3,0,0.48
97,1,-2,2,0,0,-3,-1,-1,0.485
98,-1,-1,-1,0,-4,0,-1,-2,0.49
99,0,0,-1,-2,-3,-4,-2,-2,0.495
100,-2,-1,-1,-4,-14,-8,-3,-2,0.5
101,-1,-1,0,4,18,2,-1,1,0.505
102,0,2,-2,-2,-6,7,0,1,0.51
103,-3,-1,-1,-1,3,-2,1,0,0.515
104,-1,-2,-2,-2,-14,-8,-4,-2,0.52
105,-2,-4,-1,-2,8,-6,-1,-1,0.525
106,1,0,1,0,2,13,2,0,0.53
107,1,0,0,-1,-2,0,-2,1,0.535
108,0,-2,0,0,4,-1,1,-1,0.54
109,0,0,-2,-2,-9,0,-1,0,0.545
110,0,-3,0,-4,-5,-11,-1,0,0.55
111,-2,-2,0,-2,2,3,0,-2,0.555
112,0,-1,0,0,4,1,-3,-2,0.56
113,0,-2,-1,-2,-4,-3,-2,0,0.565
