slno,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8,Time
0,-4,-3,-4,-4,-3,-3,-3,-3,0
1,-1,-1,-2,-1,1,-1,-1,-2,0.005
2,2,2,4,3,0,2,1,0,0.01
3,-2,-1,1,-1,0,-2,-1,-2,0.015
4,-1,-3,-3,-3,-1,-2,-1,-2,0.02
5,0,-2,-1,-2,-1,-1,-2,-1,0.025
6,0,0,-1,-1,0,2,0,0,0.03
7,-1,0,-2,0,-2,-2,-1,0,0.035
8,-2,-2,-1,0,-4,-4,-2,-2,0.04
9,-1,-1,-1,-2,-1,-1,0,-1,0.045
10,1,-1,1,-1,1,1,1,1,0.05
11,-2,-2,-2,-2,-2,-1,-1,-1,0.055
12,-3,-3,-1,-3,-1,-2,-2,-2,0.06
13,0,1,0,0,-1,-1,-1,-2,0.065
14,-1,2,1,1,-1,0,0,0,0.07
15,0,-1,-3,-3,-1,-1,0,-1,0.075
16,-2,0,3,-1,-3,-1,-1,-2,0.08
17,-1,1,-1,0,0,0,0,1,0.085
18,-1,1,-1,2,2,1,1,0,0.09
19,-2,-1,-2,-1,-1,-2,-1,-1,0.095
20,0,-1,0,-1,-3,-1,-2,-2,0.1
21,-2,-1,-1,-1,-1,0,0,0,0.105
22,0,0,1,1,2,2,1,1,0.11
23,-1,-2,0,-2,-3,-2,-3,-3,0.115
24,-2,-1,-5,-4,-2,-2,-2,-2,0.12
25,0,1,2,0,2,1,-1,-1,0.125
26,0,0,-2,2,-1,1,1,0,0.13
27,-3,-1,-2,-2,-1,-3,-2,-2,0.135
28,-2,-3,0,-1,-1,-3,-3,-3,0.14
29,1,0,-2,-2,0,1,-1,0,0.145
30,0,1,4,1,1,1,-1,-1,0.15
31,-2,-3,-3,4,-2,0,-1,0,0.155
32,-1,-3,-13,-14,-5,-2,-2,-1,0.16
33,-2,0,3,2,-2,0,1,1,0.165
34,1,0,-3,-2,0,0,0,1,0.17
35,-2,-3,2,-2,-1,0,-2,-3,0.175
36,-3,-1,3,3,-1,-1,-3,-1,0.18
37,-1,-2,-2,-2,-1,-1,-2,-1,0.185
38,1,0,5,7,-1,0,0,-1,0.19
39,-2,-2,-6,-4,-1,-2,-3,-2,0.195
40,-2,-1,3,-1,0,-2,1,-1,0.2
41,2,0,-1,1,-2,-1,0,0,0.205
42,0,-1,2,0,1,-1,2,-1,0.21
43,1,-1,-4,-1,-1,-1,-1,0,0.215
44,-1,-3,-1,0,1,-1,0,-2,0.22
45,-1,-1,-1,-2,1,0,1,0,0.225
46,0,-2,-2,-1,0,-1,0,-1,0.23
47,0,0,0,-1,-1,-3,-1,0,0.235
48,1,-2,-2,0,-1,-1,-1,-2,0.24
49,-1,0,-2,0,1,1,-1,-1,0.245
50,0,0,-3,-3,-1,0,-1,-1,0.25
51,-1,-1,2,0,-1,-1,0,-1,0.255
52,-1,2,5,3,-1,-1,-1,0,0.26
53,0,0,0,4,-2,-1,-1,-1,0.265
54,-3,0,-7,-8,-1,-1,-1,1,0.27
55,-1,-1,2,-1,-1,-1,0,-1,0.275
56,0,-1,0,0,-3,-1,-1,-1,0.28
57,0,0,1,0,0,0,2,0,0.285
58,0,-2,3,3,-1,-1,0,-1,0.29
59,-2,0,-2,0,-1,-2,-1,-1,0.295
60,0,-1,-5,-8,0,0,0,0,0.3
61,0,-1,-2,-2,-1,-1,-1,-1,0.305
62,-1,-1,4,2,-3,-1,-3,-1,0.31
63,-1,-1,-1,-1,0,1,-1,-1,0.315
64,-1,-3,1,-2,0,0,0,1,0.32
65,-2,-2,-3,-2,0,0,-1,-1,0.325
66,-1,-2,-1,-3,-1,-1,-1,-1,0.33
67,0,-2,-1,0,-1,-2,0,0,0.335
68,0,0,-1,1,0,-1,-2,-1,0.34
69,-1,-1,-2,-2,0,-1,0,1,0.345
70,-1,-1,-2,0,0,-1,-2,0,0.35
71,-1,0,1,-2,-2,-2,1,-1,0.355
72,0,-2,-3,-2,-1,-2,1,-2,0.36
73,-1,-1,1,1,0,0,-2,1,0.365
74,-2,-1,-3,-2,0,-1,-1,-2,0.37
75,-1,-1,-2,-2,1,-1,-2,-1,0.375
76,-1,-1,1,1,-1,1,0,0,0.38
77,0,0,1,1,1,-1,0,-2,0.385
78,-1,-2,-4,-9,-1,-1,-1,1,0.39
79,-1,-2,-4,-2,-1,-2,0,-1,0.395
80,0,1,-3,-1,-1,-1,-1,-1,0.4
81,0,0,0,-1,-3,0,1,-3,0.405
82,-1,-1,0,3,-1,0,0,-1,0.41
83,0,0,4,0,1,2,1,-1,0.415
84,-1,-2,-9,0,0,1,-1,0,0.42
85,-1,-1,-1,-1,0,-3,-3,0,0.425
86,0,-1,-2,-1,-1,-3,-2,-1,0.43
87,-1,0,0,-2,-1,0,-2,0,0.435
88,0,-1,2,2,-2,-1,-1,0,0.44
89,0,-2,-3,-2,0,-1,0,-1,0.445
90,-1,0,0,0,0,0,-1,0,0.45
91,-2,-2,4,6,0,0,-2,-1,0.455
92,-1,0,-11,-9,0,1,-1,-1,0.46
93,-1,-1,0,-4,0,-1,-1,-1,0.465
94,-1,-3,-1,1,-1,-1,-1,0,0.47
95,1,0,1,-2,-1,0,1,0,0.475
96,-2,-1,5,5,0,-1,2,-1,0.48
97,0,0,-1,0,-1,1,-1,-2,0.485
98,-1,-2,-4,-2,0,-1,1,1,0.49
99,-2,-1,-4,-1,0,-1,-3,-1,0.495
100,-1,-1,4,-1,-1,0,-1,-1,0.5
101,0,-1,-1,0,-1,-1,0,-1,0.505
102,0,-3,-3,-1,-3,-1,-2,-2,0.51
103,-1,-2,1,-4,-1,0,0,0,0.515
104,0,-1,-9,-5,-1,-2,-1,2,0.52
105,0,-1,-1,-1,-1,0,-2,-2,0.525
106,-2,-1,2,1,-1,-2,-2,0,0.53
107,1,0,-2,-2,-1,1,-1,0,0.535
108,1,0,6,3,0,-2,-1,-2,0.54
109,-2,-1,0,0,-2,0,-1,-1,0.545
110,-1,-2,-3,-5,-2,-1,-3,-4,0.55
111,0,-1,-3,-3,-1,-2,0,-1,0.555
112,1,0,1,4,1,0,1,1,0.56
113,-3,-2,-6,-6,-1,-2,0,0,0.565
114,-1,0,0,-1,-2,-1,0,0,0.57
115,1,0,-1,-1,0,-1,-1,0,0.575
