slno,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8,Time
0,0,0,1,1,0,1,1,0,0
1,0,-4,-1,-1,-2,-2,-1,-2,0.005
2,-1,-3,-4,-5,-2,-1,-2,-1,0.01
3,0,-1,0,0,1,0,1,0,0.015
4,2,1,2,1,1,0,-1,0,0.02
5,-1,-1,-2,-1,-1,-2,0,-2,0.025
6,-1,-1,-1,-1,-1,-3,-1,-3,0.03
7,1,0,-4,-1,-2,1,0,-1,0.035
8,1,2,5,0,0,0,0,0,0.04
9,-1,-3,0,-1,-1,-1,-2,0,0.045
10,0,-1,1,-1,-2,-2,-1,-2,0.05
11,-1,0,-2,0,0,1,0,-1,0.055
12,-2,0,-3,0,-1,0,0,1,0.06
13,-2,0,2,-1,-1,-1,-2,-1,0.065
14,-1,0,-3,-2,-2,-1,-1,-1,0.07
15,1,0,4,0,-1,0,0,1,0.075
16,-1,-3,-5,-1,-1,0,-1,0,0.08
17,-2,-1,-1,-2,-1,-1,-1,-1,0.085
18,-2,-2,-1,0,-2,0,0,0,0.09
19,0,0,-1,0,0,-1,0,-1,0.095
20,-1,0,1,-1,0,0,-2,-1,0.1
21,-2,-2,-1,0,-2,-2,0,-2,0.105
22,-2,-1,1,1,-1,-2,-2,-1,0.11
23,-2,0,-3,-1,0,-2,-1,-1,0.115
24,-1,-1,0,-2,-2,-2,-2,-3,0.12
25,0,1,2,0,0,0,0,-1,0.125
26,0,1,-1,1,-1,1,1,1,0.13
27,-2,-1,-2,-3,-2,-2,-3,-1,0.135
28,-3,-2,-2,-1,-3,-1,-1,-2,0.14
29,1,0,1,2,-1,0,1,0,0.145
30,2,0,-2,-4,0,2,1,-1,0.15
31,-2,-1,-1,-3,0,-1,-2,-2,0.155
32,0,-1,-3,-2,-2,-1,-2,-2,0.16
33,-1,-2,-1,-1,-1,1,-2,-1,0.165
34,0,1,2,2,1,0,2,1,0.17
35,-1,-1,-2,-1,-1,-2,-2,0,0.175
36,-1,-2,1,1,-1,-1,-2,-2,0.18
37,0,0,4,7,1,0,1,1,0.185
38,-1,-1,-12,-10,-1,-2,0,1,0.19
39,-1,-2,6,-1,-3,-2,-1,-1,0.195
40,-1,-2,-7,-8,-2,-3,-2,-1,0.2
41,0,1,1,-1,0,-1,-1,-1,0.205
42,0,2,2,5,0,0,-1,-1,0.21
43,-1,-2,-1,1,0,-3,0,-3,0.215
44,-1,-2,2,1,-2,-2,-1,-2,0.22
45,-1,-1,-5,-3,1,0,0,0,0.225
46,1,-2,3,4,-1,-1,0,-2,0.23
47,0,-2,-6,-5,-2,-1,-2,-2,0.235
48,-1,0,4,-1,0,-1,0,-3,0.24
49,0,0,-1,-1,-1,-1,1,-1,0.245
50,-1,-3,-1,1,0,1,-2,0,0.25
51,-2,-2,-1,0,0,-2,0,-1,0.255
52,0,-1,-1,0,0,0,-1,0,0.26
53,-2,-3,1,-2,-1,-2,-1,-1,0.265
54,-1,1,1,0,0,-1,-1,-2,0.27
55,-1,0,-1,1,0,-1,-1,-2,0.275
56,1,1,-2,-2,-2,-1,-1,0,0.28
57,0,-1,-3,-1,0,-1,0,0,0.285
58,-1,-2,2,1,-1,1,0,0,0.29
59,-1,-1,-2,1,-1,1,-1,-1,0.295
60,-2,-2,2,-1,-1,-1,-1,-1,0.3
61,-1,-1,-7,-7,-2,-1,-1,-1,0.305
62,-1,0,2,-1,-1,-1,-2,-2,0.31
63,-1,-2,1,2,-1,1,0,-1,0.315
64,0,-1,-3,1,0,0,0,0,0.32
65,-1,0,1,1,-1,0,-1,0,0.325
66,0,-2,-1,1,0,-1,1,0,0.33
67,-1,0,-6,-7,-2,-1,-1,-1,0.335
68,-1,-2,1,0,-1,-2,-1,-1,0.34
69,-1,0,1,-1,1,0,-2,1,0.345
70,1,-1,-1,0,-2,-1,-1,-1,0.35
71,0,-1,3,4,-1,-2,1,0,0.355
72,-3,0,-4,-4,0,0,0,1,0.36
73,-1,0,-4,-4,-1,-1,-1,-1,0.365
74,-1,0,0,-1,-1,-1,0,0,0.37
75,-1,-5,-1,0,-2,-2,-1,-1,0.375
76,0,-1,-2,1,-1,0,1,-1,0.38
77,0,-2,1,2,0,1,0,0,0.385
78,-2,-1,-6,-2,-1,1,0,-1,0.39
79,1,2,8,0,0,1,-2,1,0.395
80,-1,-1,-3,1,-1,1,-1,0,0.4
81,-1,-4,-3,2,-2,-3,0,-1,0.405
82,-1,-1,-4,-6,0,-1,-1,-1,0.41
83,0,4,-4,-3,-2,-2,0,-3,0.415
84,-3,-6,2,3,-1,-1,0,0,0.42
85,1,0,8,4,0,0,-1,1,0.425
86,-1,1,-4,-5,-2,-2,-3,-1,0.43
87,0,-2,-2,-1,-1,1,0,0,0.435
88,1,2,0,-2,1,-2,-2,1,0.44
89,-1,-1,-6,-3,0,0,-1,-1,0.445
90,0,0,7,5,0,-3,0,0,0.45
91,-2,1,-6,0,-1,-2,-1,-2,0.455
92,1,0,-5,-5,-2,-2,0,-2,0.46
93,-1,-2,0,-5,-1,-1,-2,-2,0.465
94,-2,-2,1,1,-2,1,-1,0,0.47
95,0,0,-2,0,-2,0,0,0,0.475
96,0,0,0,3,0,0,0,-1,0.48
97,-2,3,-1,-1,0,-2,-1,-2,0.485
